name	human	chimpanzee	bonobo	description
MINDY4	1	1	0	MINDY lysine 48 deubiquitinase 4
ITPRID1	1	1	0	ITPR interacting domain containing 1
PDE1C	1	1	1	phosphodiesterase 1C
LSM5	1	0	0	LSM5 homolog%2C U6 small nuclear RNA and mRNA degradation associated
AVL9	1	1	1	AVL9 cell migration associated
KBTBD2	1	0	0	kelch repeat and BTB domain containing 2
NT5C3A	1	0	0	5'-nucleotidase%2C cytosolic IIIA
BBS9	2	1	1	Bardet-Biedl syndrome 9
BMPER	1	1	1	BMP binding endothelial regulator
NPSR1	1	1	1	neuropeptide S receptor 1
DPY19L1	1	1	0	dpy-19 like C-mannosyltransferase 1
TBX20	1	0	0	T-box transcription factor 20
HERPUD2	1	1	0	HERPUD family member 2
SEPTIN7	1	0	1	septin 7
EEPD1	1	1	0	endonuclease/exonuclease/phosphatase family domain containing 1
MATCAP2	1	0	0	microtubule associated tyrosine carboxypeptidase 2
ANLN	1	1	0	anillin%2C actin binding protein
AOAH	1	1	0	acyloxyacyl hydrolase
ELMO1	1	1	0	engulfment and cell motility 1
GPR141	1	1	0	G protein-coupled receptor 141
AMPH	1	1	0	amphiphysin
VPS41	1	1	1	VPS41 subunit of HOPS complex
POU6F2	1	1	1	POU class 6 homeobox 2
YAE1	1	0	0	YAE1 maturation factor of ABCE1
RALA	1	0	0	RAS like proto-oncogene A
CDK13	1	1	0	cyclin dependent kinase 13
SUGCT	1	1	1	succinyl-CoA:glutarate-CoA transferase
MPLKIP	1	0	0	M-phase specific PLK1 interacting protein
GLI3	1	1	0	GLI family zinc finger 3
HECW1	1	1	1	HECT%2C C2 and WW domain containing E3 ubiquitin protein ligase 1
STK17A	1	1	0	serine/threonine kinase 17a
COA1	1	1	0	cytochrome c oxidase assembly factor 1
BLVRA	1	0	1	biliverdin reductase A
SPDYE1	3	0	0	speedy/RINGO cell cycle regulator family member E1
CAMK2B	1	0	0	calcium/calmodulin dependent protein kinase II beta
OGDH	1	1	1	oxoglutarate dehydrogenase
ZMIZ2	1	0	0	zinc finger MIZ-type containing 2
ADCY1	1	1	0	adenylate cyclase 1
TNS3	1	1	1	tensin 3
PKD1L1	1	1	1	polycystin 1 like 1%2C transient receptor potential channel interacting
SUN3	1	1	0	Sad1 and UNC84 domain containing 3
ABCA13	4	1	1	ATP binding cassette subfamily A member 13
VWC2	1	1	1	von Willebrand factor C domain containing 2
ZPBP	1	1	1	zona pellucida binding protein
IKZF1	1	0	0	IKAROS family zinc finger 1
DDC	1	4	0	dopa decarboxylase
GRB10	1	1	0	growth factor receptor bound protein 10
COBL	1	1	0	cordon-bleu WH2 repeat protein
SEC61G	1	0	1	SEC61 translocon subunit gamma
EGFR	1	1	1	epidermal growth factor receptor
LANCL2	1	1	0	LanC like glutathione S-transferase 2
VOPP1	1	0	0	VOPP1 WW domain binding protein
SEPTIN14	1	1	0	septin 14
ZNF713	1	1	1	zinc finger protein 713
PSPH	1	0	0	phosphoserine phosphatase
SUMF2	1	0	0	sulfatase modifying factor 2
PHKG1	1	0	0	phosphorylase kinase catalytic subunit gamma 1
CHCHD2	1	0	0	coiled-coil-helix-coiled-coil-helix domain containing 2
NUPR2	1	0	0	nuclear protein 2%2C transcriptional regulator
ZNF727	1	1	0	zinc finger protein 727
ZNF679	1	0	1	zinc finger protein 679
ZNF736	1	1	0	zinc finger protein 736
ZNF107	1	1	0	zinc finger protein 107
ZNF138	1	0	0	zinc finger protein 138
ZNF273	4	1	0	zinc finger protein 273
ERV3-1-ZNF117	1	0	0	ERV3-1-ZNF117 readthrough
ZNF117	1	0	0	zinc finger protein 117
ZNF92	1	0	0	zinc finger protein 92
CRCP	1	1	1	CGRP receptor component
RABGEF1	1	4	0	RAB guanine nucleotide exchange factor 1
TMEM248	1	0	0	transmembrane protein 248
SBDS	1	1	0	SBDS ribosome maturation factor
TYW1	1	0	0	tRNA-yW synthesizing protein 1 homolog
SPDYE21	1	0	0	speedy/RINGO cell cycle regulator family member E21
AUTS2	1	1	1	activator of transcription and developmental regulator AUTS2
GALNT17	1	1	1	polypeptide N-acetylgalactosaminyltransferase 17
CALN1	1	1	1	calneuron 1
TYW1B	1	1	1	tRNA-yW synthesizing protein 1 homolog B
POM121	4	1	0	POM121 transmembrane nucleoporin
TRIM74	1	0	0	tripartite motif containing 74
SPDYE8	4	0	0	speedy/RINGO cell cycle regulator family member E8
SPDYE10	4	0	0	speedy/RINGO cell cycle regulator family member E10
SPDYE9	4	0	0	speedy/RINGO cell cycle regulator family member E9
FKBP6	1	0	1	FKBP prolyl isomerase family member 6 (inactive)
TRIM50	1	0	0	tripartite motif containing 50
BAZ1B	1	1	0	bromodomain adjacent to zinc finger domain 1B
BCL7B	1	0	0	BAF chromatin remodeling complex subunit BCL7B
MLXIPL	1	0	1	MLX interacting protein like
CLDN4	1	0	0	claudin 4
METTL27	1	0	0	methyltransferase like 27
TMEM270	1	0	0	transmembrane protein 270
CLIP2	1	1	1	CAP-Gly domain containing linker protein 2
GTF2IRD1	1	1	0	GTF2I repeat domain containing 1
NCF1	1	0	0	neutrophil cytosolic factor 1
GTF2IRD2	1	0	0	GTF2I repeat domain containing 2
SPDYE12	1	0	0	speedy/RINGO cell cycle regulator family member E12
CASTOR2	1	1	0	cytosolic arginine sensor for mTORC1 subunit 2
RCC1L	1	1	0	RCC1 like
GTF2IRD2B	1	0	0	GTF2I repeat domain containing 2B
SPDYE14	4	0	0	speedy/RINGO cell cycle regulator family member E14
SPDYE15	4	0	0	speedy/RINGO cell cycle regulator family member E15
SPDYE13	4	0	0	speedy/RINGO cell cycle regulator family member E13
SPDYE17	4	0	0	speedy/RINGO cell cycle regulator family member E17
LOC124906603	4	0	0	putative speedy protein E9
TRIM73	1	0	0	tripartite motif containing 73
POM121C	1	0	0	POM121 transmembrane nucleoporin C
HIP1	1	0	1	huntingtin interacting protein 1
POR	1	1	0	cytochrome p450 oxidoreductase
STYXL1	1	0	1	serine/threonine/tyrosine interacting like 1
SRRM3	1	1	0	serine/arginine repetitive matrix 3
YWHAG	1	0	0	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
SSC4D	1	1	1	scavenger receptor cysteine rich family member with 4 domains
ZP3	1	1	1	zona pellucida glycoprotein 3
DTX2	4	0	0	deltex E3 ubiquitin ligase 2
UPK3B	4	0	0	uroplakin 3B
SPDYE16	1	0	0	speedy/RINGO cell cycle regulator family member E16
POMZP3	1	4	0	POM121 and ZP3 fusion
SPDYE18	1	0	0	speedy/RINGO cell cycle regulator family member E18
CCDC146	1	4	1	coiled-coil domain containing 146
GSAP	1	1	1	gamma-secretase activating protein
PTPN12	1	1	1	protein tyrosine phosphatase non-receptor type 12
RSBN1L	1	1	1	round spermatid basic protein 1 like
PHTF2	1	1	0	putative homeodomain transcription factor 2
TMEM60	1	1	0	transmembrane protein 60
MAGI2	4	1	1	membrane associated guanylate kinase%2C WW and PDZ domain containing 2
GNAI1	1	0	0	G protein subunit alpha i1
CD36	1	0	1	CD36 molecule (CD36 blood group)
SEMA3C	1	1	0	semaphorin 3C
HGF	1	1	0	hepatocyte growth factor
CACNA2D1	1	1	1	calcium voltage-gated channel auxiliary subunit alpha2delta 1
PCLO	1	1	0	piccolo presynaptic cytomatrix protein
SEMA3E	1	1	0	semaphorin 3E
SEMA3A	1	1	0	semaphorin 3A
SEMA3D	1	1	0	semaphorin 3D
GRM3	1	1	0	glutamate metabotropic receptor 3
ELAPOR2	1	1	0	endosome-lysosome associated apoptosis and autophagy regulator family member 2
DMTF1	1	0	1	cyclin D binding myb like transcription factor 1
TMEM243	1	0	1	transmembrane protein 243
CROT	1	0	0	carnitine O-octanoyltransferase
ABCB4	1	1	1	ATP binding cassette subfamily B member 4
ABCB1	1	1	1	ATP binding cassette subfamily B member 1
RUNDC3B	1	1	0	RUN domain containing 3B
SLC25A40	1	1	0	solute carrier family 25 member 40
ADAM22	1	1	1	ADAM metallopeptidase domain 22
STEAP4	1	0	0	STEAP4 metalloreductase
ZNF804B	1	1	1	zinc finger protein 804B
CFAP69	1	0	1	cilia and flagella associated protein 69
FAM237B	1	0	0	family with sequence similarity 237 member B
GTPBP10	1	1	1	GTP binding protein 10
PTTG1IP2	1	1	0	PTTG1IP family member 2
CDK14	1	1	1	cyclin dependent kinase 14
AKAP9	1	1	1	A-kinase anchoring protein 9
CYP51A1	1	1	0	cytochrome P450 family 51 subfamily A member 1
ANKIB1	1	1	0	ankyrin repeat and IBR domain containing 1
PEX1	4	1	0	peroxisomal biogenesis factor 1
FAM133B	1	1	0	family with sequence similarity 133 member B
SAMD9	1	0	0	sterile alpha motif domain containing 9
VPS50	1	1	0	VPS50 subunit of EARP/GARPII complex
CALCR	1	1	0	calcitonin receptor
GNGT1	1	0	0	G protein subunit gamma transducin 1
GNG11	1	1	0	G protein subunit gamma 11
CASD1	1	0	0	CAS1 domain containing 1
PPP1R9A	1	1	1	protein phosphatase 1 regulatory subunit 9A
PON3	1	0	0	paraoxonase 3
ASB4	1	0	0	ankyrin repeat and SOCS box containing 4
DYNC1I1	1	1	1	dynein cytoplasmic 1 intermediate chain 1
SLC25A13	1	1	0	solute carrier family 25 member 13
SEM1	1	1	0	SEM1 26S proteasome subunit
SDHAF3	1	1	0	succinate dehydrogenase complex assembly factor 3
TAC1	1	1	0	tachykinin precursor 1
ASNS	1	1	1	asparagine synthetase (glutamine-hydrolyzing)
LMTK2	1	0	0	lemur tyrosine kinase 2
BAIAP2L1	1	1	0	BAR/IMD domain containing adaptor protein 2 like 1
BRI3	1	0	0	brain protein I3
TRRAP	1	1	0	transformation/transcription domain associated protein
MYH16	1	1	0	myosin heavy chain 16
ARPC1B	1	0	0	actin related protein 2/3 complex subunit 1B
BUD31	1	0	0	BUD31 homolog
PDAP1	1	0	0	PDGFA associated protein 1
ATP5MF-PTCD1	1	0	0	ATP5MF-PTCD1 readthrough
PTCD1	1	1	0	pentatricopeptide repeat domain 1
CPSF4	1	0	0	cleavage and polyadenylation specific factor 4
ZNF394	1	1	0	zinc finger protein 394
ZNF789	1	1	0	zinc finger protein 789
ZKSCAN5	1	1	0	zinc finger with KRAB and SCAN domains 5
TMEM225B	1	0	0	transmembrane protein 225B
CYP3A5	4	0	0	cytochrome P450 family 3 subfamily A member 5
ZSCAN25	1	0	0	zinc finger and SCAN domain containing 25
CYP3A43	4	0	0	cytochrome P450 family 3 subfamily A member 43
TRIM4	1	0	0	tripartite motif containing 4
ZNF3	1	0	0	zinc finger protein 3
MUC3A	4	0	0	mucin 3A%2C cell surface associated
TRIM56	1	0	0	tripartite motif containing 56
COL26A1	1	1	0	collagen type XXVI alpha 1 chain
CUX1	1	1	1	cut like homeobox 1
POLR2J	1	0	0	RNA polymerase II subunit J
RASA4B	4	0	0	RAS p21 protein activator 4B
UPK3BL2	4	0	0	uroplakin 3B like 2
SPDYE2	4	0	0	speedy/RINGO cell cycle regulator family member E2
RASA4	4	0	0	RAS p21 protein activator 4
POLR2J3	4	0	0	RNA polymerase II subunit J3
SPDYE2B	4	0	0	speedy/RINGO cell cycle regulator family member E2B
POLR2J2	4	0	0	RNA polymerase II subunit J2
FBXL13	1	1	1	F-box and leucine rich repeat protein 13
FAM185A	1	1	0	family with sequence similarity 185 member A
LRRC17	1	0	0	leucine rich repeat containing 17
RELN	1	1	0	reelin
ORC5	1	0	0	origin recognition complex subunit 5
LHFPL3	1	1	1	LHFPL tetraspan subfamily member 3
SRPK2	1	1	0	SRSF protein kinase 2
PUS7	1	1	1	pseudouridine synthase 7
ATXN7L1	1	1	0	ataxin 7 like 1
CDHR3	1	1	0	cadherin related family member 3
SYPL1	1	0	1	synaptophysin like 1
PRKAR2B	1	0	0	protein kinase cAMP-dependent type II regulatory subunit beta
COG5	1	1	1	component of oligomeric golgi complex 5
BCAP29	4	0	0	B cell receptor associated protein 29
DUS4L-BCAP29	4	0	0	DUS4L-BCAP29 readthrough
SLC26A3	1	1	0	solute carrier family 26 member 3
DLD	1	1	0	dihydrolipoamide dehydrogenase
LAMB1	1	1	0	laminin subunit beta 1
LAMB4	1	1	0	laminin subunit beta 4
NRCAM	1	1	1	neuronal cell adhesion molecule
PNPLA8	1	1	1	patatin like phospholipase domain containing 8
THAP5	1	0	0	THAP domain containing 5
IMMP2L	1	4	1	inner mitochondrial membrane peptidase subunit 2
LRRN3	1	0	0	leucine rich repeat neuronal 3
DOCK4	1	1	1	dedicator of cytokinesis 4
ZNF277	1	1	0	zinc finger protein 277
IFRD1	1	0	0	interferon related developmental regulator 1
SAMTOR	1	0	0	S-adenosylmethionine sensor upstream of mTORC1
PPP1R3A	1	1	1	protein phosphatase 1 regulatory subunit 3A
FOXP2	1	1	1	forkhead box P2
MDFIC	1	1	1	MyoD family inhibitor domain containing
TES	1	4	0	testin LIM domain protein
CAV1	1	0	1	caveolin 1
MET	1	1	0	MET proto-oncogene%2C receptor tyrosine kinase
ST7	1	1	0	suppression of tumorigenicity 7
CFTR	1	1	1	CF transmembrane conductance regulator
CTTNBP2	1	1	0	cortactin binding protein 2
KCND2	1	1	1	potassium voltage-gated channel subfamily D member 2
TSPAN12	1	0	0	tetraspanin 12
CPED1	1	1	0	cadherin like and PC-esterase domain containing 1
CADPS2	1	1	1	calcium dependent secretion activator 2
NDUFA5	1	0	0	NADH:ubiquinone oxidoreductase subunit A5
HYAL4	1	1	0	hyaluronidase 4
GPR37	1	0	0	G protein-coupled receptor 37
POT1	1	1	0	protection of telomeres 1
GRM8	1	1	1	glutamate metabotropic receptor 8
SND1	1	1	0	staphylococcal nuclease and tudor domain containing 1
LEP	1	0	0	leptin
RBM28	1	1	0	RNA binding motif protein 28
HILPDA	4	1	1	hypoxia inducible lipid droplet associated
METTL2B	1	1	0	methyltransferase 2B%2C tRNA N3-cytidine
GARIN1A	1	1	0	golgi associated RAB2 interactor 1A
KCP	1	0	0	kielin cysteine rich BMP regulator
TNPO3	1	1	1	transportin 3
TSPAN33	1	0	1	tetraspanin 33
AHCYL2	1	1	0	adenosylhomocysteinase like 2
STRIP2	1	0	0	striatin interacting protein 2
SMKR1	4	0	0	small lysine rich protein 1
NRF1	1	1	0	nuclear respiratory factor 1
UBE2H	1	1	0	ubiquitin conjugating enzyme E2 H
ZC3HC1	1	1	0	zinc finger C3HC-type containing 1
CPA4	1	0	1	carboxypeptidase A4
COPG2	1	1	0	COPI coat complex subunit gamma 2
KLF14	1	0	0	KLF transcription factor 14
PODXL	1	1	1	podocalyxin like
MKLN1	4	1	1	muskelin 1
PLXNA4	1	1	0	plexin A4
CHCHD3	1	1	1	coiled-coil-helix-coiled-coil-helix domain containing 3
EXOC4	1	1	0	exocyst complex component 4
LRGUK	1	0	0	leucine rich repeats and guanylate kinase domain containing
BPGM	1	1	0	bisphosphoglycerate mutase
CALD1	1	0	1	caldesmon 1
AGBL3	1	1	1	AGBL carboxypeptidase 3
CNOT4	1	1	1	CCR4-NOT transcription complex subunit 4
NUP205	1	1	1	nucleoporin 205
STMP1	1	1	1	short transmembrane mitochondrial protein 1
MTPN	1	0	0	myotrophin
CHRM2	1	1	0	cholinergic receptor muscarinic 2
PTN	1	1	0	pleiotrophin
DGKI	1	1	1	diacylglycerol kinase iota
CREB3L2	1	1	1	cAMP responsive element binding protein 3 like 2
AKR1D1	1	1	0	aldo-keto reductase family 1 member D1
TRIM24	1	1	0	tripartite motif containing 24
SVOPL	1	1	1	SVOP like
ATP6V0A4	1	1	0	ATPase H+ transporting V0 subunit a4
KIAA1549	1	1	1	KIAA1549
ZC3HAV1	1	1	0	zinc finger CCCH-type containing%2C antiviral 1
IFT56	1	1	0	intraflagellar transport 56
UBN2	1	1	1	ubinuclein 2
FMC1-LUC7L2	1	0	0	FMC1-LUC7L2 readthrough
LUC7L2	1	0	1	LUC7 like 2%2C pre-mRNA splicing factor
KLRG2	1	1	0	killer cell lectin like receptor G2
CLEC2L	1	0	0	C-type lectin domain family 2 member L
TBXAS1	1	1	0	thromboxane A synthase 1
KDM7A	1	1	0	lysine demethylase 7A
SLC37A3	1	1	0	solute carrier family 37 member 3
RAB19	1	1	0	RAB19%2C member RAS oncogene family
MKRN1	1	1	0	makorin ring finger protein 1
DENND2A	1	1	1	DENN domain containing 2A
NDUFB2	1	0	0	NADH:ubiquinone oxidoreductase subunit B2
BRAF	1	1	0	B-Raf proto-oncogene%2C serine/threonine kinase
TMEM178B	1	1	1	transmembrane protein 178B
AGK	1	0	0	acylglycerol kinase
DENND11	1	0	0	DENN domain containing 11
TAS2R4	1	0	0	taste 2 receptor member 4
TAS2R5	1	0	0	taste 2 receptor member 5
OR9A4	1	0	0	olfactory receptor family 9 subfamily A member 4
CLEC5A	1	0	0	C-type lectin domain containing 5A
MGAM	4	4	0	maltase-glucoamylase
PRSS58	1	1	0	serine protease 58
PRSS1	1	1	0	serine protease 1
PRSS2	1	0	0	serine protease 2
TRPV5	1	0	0	transient receptor potential cation channel subfamily V member 5
KEL	1	1	0	Kell metallo-endopeptidase (Kell blood group)
PIP	4	0	0	prolactin induced protein
TAS2R39	4	0	0	taste 2 receptor member 39
OR10AC1	1	0	0	olfactory receptor family 10 subfamily AC member 1 (gene/pseudogene)
TCAF1	1	1	1	TRPM8 channel associated factor 1
OR2A14	1	0	0	olfactory receptor family 2 subfamily A member 14
ARHGEF35	4	0	0	Rho guanine nucleotide exchange factor 35
OR2A1	4	0	0	olfactory receptor family 2 subfamily A member 1
CTAGE4	4	0	0	CTAGE family member 4
ARHGEF5	4	1	0	Rho guanine nucleotide exchange factor 5
TPK1	4	1	1	thiamin pyrophosphokinase 1
CNTNAP2	1	1	1	contactin associated protein 2
CUL1	1	0	1	cullin 1
EZH2	1	1	0	enhancer of zeste 2 polycomb repressive complex 2 subunit
PDIA4	1	0	0	protein disulfide isomerase family A member 4
ZNF425	1	0	0	zinc finger protein 425
ZNF862	1	1	0	zinc finger protein 862
ATP6V0E2	1	1	1	ATPase H+ transporting V0 subunit e2
ACTR3C	1	4	1	actin related protein 3C
LRRC61	1	0	0	leucine rich repeat containing 61
RARRES2	1	0	0	retinoic acid receptor responder 2
GIMAP7	1	0	1	GTPase%2C IMAP family member 7
LOC107986860	1	0	0	endogenous retrovirus group K member 19 Env polyprotein-like
GIMAP2	1	1	0	GTPase%2C IMAP family member 2
NOS3	1	4	0	nitric oxide synthase 3
ATG9B	4	0	0	autophagy related 9B
ABCB8	1	0	0	ATP binding cassette subfamily B member 8
NUB1	1	1	0	negative regulator of ubiquitin like proteins 1
PRKAG2	1	1	1	protein kinase AMP-activated non-catalytic subunit gamma 2
GALNTL5	1	1	4	polypeptide N-acetylgalactosaminyltransferase like 5
KMT2C	1	1	1	lysine methyltransferase 2C
XRCC2	1	1	0	X-ray repair cross complementing 2
DPP6	1	1	1	dipeptidyl peptidase like 6
HTR5A	4	1	0	5-hydroxytryptamine receptor 5A
RBM33	1	1	1	RNA binding motif protein 33
RNF32	1	0	0	ring finger protein 32
LMBR1	1	1	0	limb development membrane protein 1
NOM1	1	1	0	nucleolar protein with MIF4G domain 1
PTPRN2	1	4	1	protein tyrosine phosphatase receptor type N2
LOC128966762	1	0	0	extensin-like
NCAPG2	1	1	0	non-SMC condensin II complex subunit G2
ESYT2	1	1	1	extended synaptotagmin 2
DYNC2I1	1	1	1	dynein 2 intermediate chain 1
VIPR2	1	1	1	vasoactive intestinal peptide receptor 2
ZNF596	1	1	1	zinc finger protein 596
FBXO25	1	1	0	F-box protein 25
TDRP	1	1	0	testis development related protein
ERICH1	4	1	1	glutamate rich 1
DLGAP2	1	4	1	DLG associated protein 2
ARHGEF10	1	1	1	Rho guanine nucleotide exchange factor 10
KBTBD11	1	0	1	kelch repeat and BTB domain containing 11
MYOM2	1	4	1	myomesin 2
CSMD1	1	4	1	CUB and Sushi multiple domains 1
MCPH1	1	1	1	microcephalin 1
AGPAT5	1	1	1	1-acylglycerol-3-phosphate O-acyltransferase 5
DEFB1	1	0	0	defensin beta 1
DEFA4	1	1	0	defensin alpha 4
DEFA1B	4	0	0	defensin alpha 1B
DEFA1	4	1	0	defensin alpha 1
DEFA3	4	0	0	defensin alpha 3
FAM90A3	4	0	0	family with sequence similarity 90 member A3
FAM90A15	4	0	0	family with sequence similarity 90 member A15
ZNF705G	4	0	0	zinc finger protein 705G
FAM90A11	4	0	0	family with sequence similarity 90 member A11
DEFB109B	1	0	0	defensin beta 109B
USP17L1	4	0	0	ubiquitin specific peptidase 17 like family member 1
USP17L4	3	0	0	ubiquitin specific peptidase 17 like family member 4
DEFB104B	1	0	0	defensin beta 104B
DEFB105B	1	0	0	defensin beta 105B
DEFB106B	4	0	0	defensin beta 106B
DEFB107B	1	0	0	defensin beta 107B
PRR23D1	1	0	0	proline rich 23 domain containing 1
FAM90A7	4	0	0	family with sequence similarity 90 member A7
LOC124906716	4	0	0	putative protein FAM90A9P
LOC124906717	4	0	0	putative protein FAM90A9P
LOC128966609	4	0	0	putative protein FAM90A9P
LOC128966594	4	0	0	putative protein FAM90A9P
LOC124906721	4	0	0	putative protein FAM90A9P
FAM90A22	4	0	0	family with sequence similarity 90 member A22
FAM90A23	4	0	0	family with sequence similarity 90 member A23
LOC124906718	4	0	0	ras-associated and pleckstrin homology domains-containing protein 1-like
USP17L2	4	0	0	ubiquitin specific peptidase 17 like family member 2
USP17L7	4	0	0	ubiquitin specific peptidase 17 like family member 7
ZNF705D	1	0	0	zinc finger protein 705D
DEFB130B	1	0	0	defensin beta 130B
DEFB136	1	0	1	defensin beta 136
FDFT1	1	1	0	farnesyl-diphosphate farnesyltransferase 1
GATA4	1	1	0	GATA binding protein 4
FAM167A	4	1	0	family with sequence similarity 167 member A
XKR6	1	1	1	XK related 6
PINX1	1	1	1	PIN2 (TERF1) interacting telomerase inhibitor 1
PRSS51	1	1	0	serine protease 51
MSRA	1	1	1	methionine sulfoxide reductase A
TNKS	1	1	1	tankyrase
PPP1R3B	1	1	0	protein phosphatase 1 regulatory subunit 3B
ERI1	1	1	0	exoribonuclease 1
MFHAS1	1	1	0	multifunctional ROCO family signaling regulator 1
PRAG1	1	0	0	PEAK1 related%2C kinase-activating pseudokinase 1
FAM90A12	4	0	0	family with sequence similarity 90 member A12
FAM90A24	4	0	0	family with sequence similarity 90 member A24
LOC124906758	4	0	0	putative protein FAM90A13P
LOC124906756	4	0	0	putative protein FAM90A13P
FAM90A13	4	0	0	family with sequence similarity 90 member A13
LOC128966605	4	0	0	putative protein FAM90A13P
LOC124906764	4	0	0	putative protein FAM90A13P
FAM90A18	4	0	0	family with sequence similarity 90 member A18
FAM90A14	4	0	0	family with sequence similarity 90 member A14
LOC124906767	4	0	0	putative protein FAM90A12P
LOC124906752	4	0	0	putative protein FAM90A13P
LOC124906751	4	0	0	putative protein FAM90A13P
LOC128966593	4	0	0	putative protein FAM90A13P
LOC124906760	4	0	0	putative protein FAM90A13P
LOC124906763	4	0	0	putative protein FAM90A13P
FAM90A8	4	0	0	family with sequence similarity 90 member A8
FAM90A16	4	0	0	family with sequence similarity 90 member A16
FAM90A17	4	0	0	family with sequence similarity 90 member A17
FAM90A10	4	0	0	family with sequence similarity 90 member A10
FAM90A9	4	0	0	family with sequence similarity 90 member A9
FAM90A19	4	0	0	family with sequence similarity 90 member A19
PRR23D2	1	0	0	proline rich 23 domain containing 2
DEFB107A	1	1	0	defensin beta 107A
DEFB104A	1	0	0	defensin beta 104A
LOC128966670	1	0	0	inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 7
USP17L3	4	0	0	ubiquitin specific peptidase 17 like family member 3
LOC124906734	4	0	0	translation initiation factor IF-2-like
LOC124906757	4	0	0	putative protein FAM90A23P
LOC124906761	4	0	0	putative protein FAM90A24P
LOC124906796	1	0	0	olfactory receptor 7E24-like
LOC128966567	4	0	0	putative protein FAM90A24P
LOC124906750	4	0	0	putative protein FAM90A24P
LOC128966607	4	0	0	putative protein FAM90A24P
LOC128966767	4	0	0	putative protein FAM90A24P
LOC124906765	4	0	0	putative protein FAM90A24P
LOC128966602	4	0	0	putative protein FAM90A24P
LOC124906766	4	0	0	putative protein FAM90A10P
LOC124906737	1	0	0	proline-rich protein 23D1-like
LOC124906743	1	0	0	beta-defensin 107
LOC124906746	1	0	0	beta-defensin 104A
FAM86B2	1	0	0	family with sequence similarity 86 member B2
TRMT9B	1	1	1	tRNA methyltransferase 9B (putative)
DLC1	1	1	1	DLC1 Rho GTPase activating protein
SGCZ	1	1	1	sarcoglycan zeta
TUSC3	1	4	1	tumor suppressor candidate 3
MICU3	1	1	1	mitochondrial calcium uptake family member 3
MTMR7	1	1	1	myotubularin related protein 7
SLC7A2	1	1	1	solute carrier family 7 member 2
PDGFRL	1	1	1	platelet derived growth factor receptor like
MTUS1	4	1	1	microtubule associated scaffold protein 1
FGL1	1	1	1	fibrinogen like 1
PCM1	1	1	0	pericentriolar material 1
ASAH1	1	1	0	N-acylsphingosine amidohydrolase 1
NAT2	1	0	0	N-acetyltransferase 2
PSD3	1	1	1	pleckstrin and Sec7 domain containing 3
SH2D4A	1	0	0	SH2 domain containing 4A
CSGALNACT1	1	1	1	chondroitin sulfate N-acetylgalactosaminyltransferase 1
SLC18A1	4	0	0	solute carrier family 18 member A1
ATP6V1B2	1	0	0	ATPase H+ transporting V1 subunit B2
LZTS1	1	1	0	leucine zipper tumor suppressor 1
NPM2	1	0	0	nucleophosmin/nucleoplasmin 2
DMTN	1	1	0	dematin actin binding protein
FHIP2B	1	1	1	FHF complex subunit HOOK interacting protein 2B
NUDT18	1	0	0	nudix hydrolase 18
PIWIL2	1	0	0	piwi like RNA-mediated gene silencing 2
PPP3CC	1	0	1	protein phosphatase 3 catalytic subunit gamma
PDLIM2	1	0	0	PDZ and LIM domain 2
CCAR2	1	0	1	cell cycle and apoptosis regulator 2
BIN3	4	0	1	bridging integrator 3
PEBP4	1	1	0	phosphatidylethanolamine binding protein 4
RHOBTB2	1	0	0	Rho related BTB domain containing 2
TNFRSF10B	1	1	0	TNF receptor superfamily member 10b
TNFRSF10D	4	4	1	TNF receptor superfamily member 10d
TNFRSF10A	1	1	0	TNF receptor superfamily member 10a
CHMP7	1	1	0	charged multivesicular body protein 7
SLC25A37	1	0	0	solute carrier family 25 member 37
ADAM28	1	1	1	ADAM metallopeptidase domain 28
ADAM7	1	0	0	ADAM metallopeptidase domain 7
NEFM	1	0	0	neurofilament medium chain
DOCK5	1	1	1	dedicator of cytokinesis 5
CDCA2	1	0	0	cell division cycle associated 2
KCTD9	1	0	0	potassium channel tetramerization domain containing 9
PPP2R2A	1	1	0	protein phosphatase 2 regulatory subunit Balpha
ADRA1A	1	1	0	adrenoceptor alpha 1A
PTK2B	1	1	0	protein tyrosine kinase 2 beta
EPHX2	1	0	0	epoxide hydrolase 2
ESCO2	1	1	1	establishment of sister chromatid cohesion N-acetyltransferase 2
PBK	1	0	0	PDZ binding kinase
SCARA5	1	1	1	scavenger receptor class A member 5
NUGGC	1	0	0	nuclear GTPase%2C germinal center associated
ELP3	1	1	0	elongator acetyltransferase complex subunit 3
FBXO16	1	1	1	F-box protein 16
FZD3	1	1	0	frizzled class receptor 3
EXTL3	1	0	0	exostosin like glycosyltransferase 3
INTS9	1	1	1	integrator complex subunit 9
HMBOX1	1	1	1	homeobox containing 1
KIF13B	1	1	1	kinesin family member 13B
MBOAT4	1	0	0	membrane bound O-acyltransferase domain containing 4
RBPMS	1	1	1	RNA binding protein%2C mRNA processing factor
GTF2E2	1	1	0	general transcription factor IIE subunit 2
UBXN8	1	1	0	UBX domain protein 8
PPP2CB	1	0	0	protein phosphatase 2 catalytic subunit beta
TEX15	1	1	0	testis expressed 15%2C meiosis and synapsis associated
WRN	1	1	0	WRN RecQ like helicase
NRG1	1	1	1	neuregulin 1
FUT10	1	1	0	fucosyltransferase 10
