chr1	236517999	236539063	ENST00000481485.5	0	+	236526070	236539063	0,0,0	5	285,92,148,89,185,	0,5970,7968,19497,20879,	chr1	236539000	236540000
chr1	236518213	236541691	ENST00000454943.6	0	+	236526070	236541691	0,0,0	8	71,77,92,148,89,211,120,38,	0,210,5756,7754,19283,20665,22350,23440,	chr1	236539000	236540000
chr1	236518238	236548281	ENST00000527974.5	0	+	236526070	236548161	0,0,0	11	46,148,89,211,120,57,27,126,89,166,270,	0,7729,19258,20640,22325,23415,24522,24676,25321,26511,29773,	chr1	236539000	236540000
chr1	236518259	236541672	ENST00000430527.6	0	+	236526070	236541672	0,0,0	6	25,77,148,89,211,19,	0,164,7708,19237,20619,23394,	chr1	236539000	236540000
chr1	236518264	236548283	ENST00000352231.6	0	+	236526070	236548161	0,0,0	12	20,77,148,89,211,120,57,27,126,89,166,272,	0,159,7703,19232,20614,22299,23389,24496,24650,25295,26485,29747,	chr1	236539000	236540000
chr1	236518268	236542990	ENST00000406509.7	0	+	236526070	236542990	0,0,0	11	16,77,92,122,148,89,211,120,57,27,76,	0,155,5701,7155,7699,19228,20610,22295,23385,24492,24646,	chr1	236539000	236540000
chr1	236518272	236552981	ENST00000526589.5	0	+	236526070	236548161	0,0,0	14	12,77,236,92,148,89,211,120,57,27,126,89,166,4970,	0,151,5116,5697,7695,19224,20606,22291,23381,24488,24642,25287,26477,29739,	chr1	236539000	236540000
chr1	236523438	236549263	ENST00000341872.10	0	+	236526070	236548161	0,0,0	11	186,92,148,89,211,120,57,27,89,166,1252,	0,531,2529,14058,15440,17125,18215,19322,20121,21311,24573,	chr1	236539000	236540000
chr1	236523438	236552974	ENST00000416919.6	0	+	236526070	236548161	0,0,0	10	186,92,148,89,211,27,126,89,166,4963,	0,531,2529,14058,15440,19322,19476,20121,21311,24573,	chr1	236539000	236540000
chr1	236523438	236552981	ENST00000450372.6	0	+	236526070	236548161	0,0,0	12	186,92,148,89,211,120,57,27,126,89,166,4970,	0,531,2529,14058,15440,17125,18215,19322,19476,20121,21311,24573,	chr1	236539000	236540000
